global_index,bundle,query_char,style_code,style_name,style_label,era,author,work_title,detail_title,image_url,thumb_url,image_path,image_type,image_subtype_reason,width,height,aspect_ratio,mean_gray,median_gray,std_gray,p05_gray,p25_gray,p50_gray,p75_gray,p95_gray,border_mean,corner_mean,center_mean,dark_ratio,mid_ratio,bright_ratio,background_std,gray_noise_ratio,mean_r,mean_g,mean_b,saturation_mean,yellow_score,dark_component_count,largest_dark_component_area,total_dark_area,largest_dark_component_ratio,bright_component_count,largest_bright_component_area,total_bright_area,largest_bright_component_ratio,largest_bright_component_image_ratio,dark_bbox_area_ratio,bright_bbox_area_ratio,dark_bbox_aspect_ratio,bright_bbox_aspect_ratio,has_vector_hint,black_background_candidate,source_index_1based
10,common_c_bundle,赋,8,行书,行書,,赵孟頫,,赵孟頫,https://wxapp-b.shufazidian.com/png_b/x/9/2M3.png,https://wxapp-b.shufazidian.com/png_b/x/9/2M3.png,/Users/lainantian/Developer/Caligraphy/common_c_bundle/common_c_downloads/行书/64238_赋_行书_赵孟頫_未标注作品.png,clean_white,bright_low_noise_background,528,538,1.018939393939394,230.0003662109375,255.0,75.82825469970703,0.0,255.0,255.0,255.0,255.0,255.0,255.0,196.5391082763672,0.09803776613720852,0.0,0.9019622338627915,0.0,0.0,230.00036963501182,230.00036963501182,230.00036963501182,0.0,0.0,6,12286,27849,0.4411648533160975,2,254848,256215,0.9946646371211678,0.8971499380421314,0.47190069843415566,1.0,1.0942857142857143,1.018939393939394,False,False,64238
11,common_h_bundle,武,6,隶书,隸書,汉,冀州从事冯君碑,,汉 · 冀州从事冯君碑,https://wxapp.shufazidian.com/gq/5/6/31_i129a15115.jpg,https://wxapp.shufazidian.com/gq/5/6/1/31_i129a15115.jpg,/Users/lainantian/Developer/Caligraphy/common_h_bundle/common_h_downloads/隶书/46417_武_隶书_冀州从事冯君碑_未标注作品.jpg,catalog_or_invalid,extreme_component_count,501,501,1.0,76.22471618652344,42.0,64.87910461425781,19.0,30.0,42.0,123.0,207.0,61.6016960144043,64.23719787597656,97.18965911865234,0.6833359229644503,0.24756475073804488,0.06909932629750479,53.13157653808594,0.25323006681248283,80.48505384440699,75.24457273078593,71.04715917466464,0.1947481483221054,9.437873840332031,481,182214,186771,0.9756011372215173,1775,3354,33032,0.10153790263986437,0.01336249656375871,1.0,1.0,1.0,1.0,False,True,46417
12,common_c_bundle,夫,1,章草,草書,明,祝允明,书述,明 · 祝允明 · 书述,https://wxapp-b.shufazidian.com/gq/6/15/53_s241a698200.jpg,https://wxapp-b.shufazidian.com/gq/6/15/1/53_s241a698200.jpg,/Users/lainantian/Developer/Caligraphy/common_c_bundle/common_c_downloads/章草/58027_夫_章草_祝允明_书述.jpg,black_damaged,largest_bright_component_image_ratio_gt_0.12,521,560,1.0748560460652592,129.4923095703125,72.0,89.92308044433594,46.0,57.0,72.0,250.0,255.0,242.04734802246094,248.8513946533203,88.25802612304688,0.563751028242391,0.08427817384151358,0.3519707979160954,42.10243606567383,0.06701741157115437,129.492301891966,129.492301891966,129.492301891966,0.0,0.0,1,184703,184703,1.0,4,85083,103861,0.8192006624238164,0.2916198245132986,0.7063339731285988,1.0,1.0267857142857142,1.0748560460652592,False,True,58027
13,common_i_bundle,忆,1,章草,草書,晋,索靖,月仪帖,晋 · 索靖 · 月仪帖,https://wxapp-b.shufazidian.com/gq/6/8/43_p375a1058.jpg,https://wxapp-b.shufazidian.com/gq/6/8/1/43_p375a1058.jpg,/Users/lainantian/Developer/Caligraphy/common_i_bundle/common_i_downloads/章草/52927_忆_章草_索靖_月仪帖.jpg,catalog_or_invalid,extreme_component_count,574,719,1.2526132404181185,39.87989807128906,23.0,47.42631149291992,9.0,17.0,23.0,32.0,174.0,22.553932189941406,22.258649826049805,53.18873596191406,0.8788944187872239,0.11901450427180608,0.002091076940970085,11.84527587890625,0.10677819077018508,44.370585840768,39.23224038419601,31.498681870387152,0.34904584288597107,12.871912002563477,58,367974,368483,0.9986186608337426,207,1470,14859,0.09892994144962648,0.003561857593541165,1.0,0.6795151996820982,1.2526132404181185,1.1585365853658536,False,True,52927
14,common_g_bundle 2,史,3,篆书,篆書,周,四十三年逨鼎,,周 · 四十三年逨鼎,https://wxapp.shufazidian.com/gq/1/4/123360.jpg,https://wxapp.shufazidian.com/gq/1/4/1/123360.jpg,/Users/lainantian/Developer/Caligraphy/common_g_bundle 2/common_g_downloads/篆书/43582_史_篆书_四十三年逨鼎_未标注作品.jpg,catalog_or_invalid,extreme_component_count,309,513,1.6601941747572815,112.33000946044922,93.0,45.69639205932617,74.0,83.0,93.0,121.0,226.0,105.93977355957031,111.52214050292969,125.87349700927734,0.15120144842509006,0.759344423626488,0.08945412794842193,33.61302185058594,0.22549631900679423,112.33001507724724,112.33001507724724,112.33001507724724,0.0,0.0,114,115096,118196,0.9737723780838607,254,4873,18910,0.25769434161819144,0.030741182333756,1.0,0.9922027290448343,1.6601941747572815,1.6472491909385114,False,True,43582
15,common_i_bundle,雄,1,章草,草書,汉,刘歆,序六艺为九种,汉 · 刘歆 · 序六艺为九种,https://wxapp-b.shufazidian.com/gq/6/6/40_o1594a164.jpg,https://wxapp-b.shufazidian.com/gq/6/6/1/40_o1594a164.jpg,/Users/lainantian/Developer/Caligraphy/common_i_bundle/common_i_downloads/章草/09139_雄_章草_刘歆_序六艺为九种.jpg,yellow_paper,warm_yellow_background,564,462,1.2207792207792207,185.82220458984375,222.0,73.88404083251953,32.0,183.0,222.0,233.0,241.0,230.2545928955078,234.68885803222656,148.23297119140625,0.18318442786527894,0.1096757852077001,0.707139786927021,14.608309745788574,0.7171295017039698,192.6077377114611,186.67783073900094,163.81397178471647,0.14702682197093964,28.793716430664062,8,29600,52754,0.5610948932782348,47,193945,196306,0.9879728587001926,0.7443162629332842,0.6943715268183354,1.0,1.3433242506811989,1.2207792207792207,False,False,9139
16,common_c_bundle,乏,7,草书,草書,明,祝允明,自书诗,明 · 祝允明 · 自书诗,https://wxapp-b.shufazidian.com/gq/1/15/81077.jpg,https://wxapp-b.shufazidian.com/gq/1/15/1/81077.jpg,/Users/lainantian/Developer/Caligraphy/common_c_bundle/common_c_downloads/草书/43459_乏_草书_祝允明_自书诗.jpg,catalog_or_invalid,extreme_component_count,249,232,1.0732758620689655,146.9066619873047,170.0,56.09379959106445,17.0,162.0,170.0,175.0,184.0,166.2584991455078,176.72216796875,141.770751953125,0.16775723583991137,0.8071423625536629,0.025100401606425703,36.0485725402832,0.8207312006647278,183.20483658773023,140.57209873978672,84.21600193878965,0.529644250869751,98.98883056640625,26,5873,10337,0.5681532359485344,793,1696,5310,0.31939736346516007,0.029358814568619305,0.8454680792134054,1.0,1.0,1.0732758620689655,False,True,43459
17,common_j_bundle,州,9,楷书,楷書,唐,欧阳询,化度寺碑,唐 · 欧阳询 · 化度寺碑,https://wxapp.shufazidian.com/gq/1/11/337160.jpg,https://wxapp.shufazidian.com/gq/1/11/1/337160.jpg,/Users/lainantian/Developer/Caligraphy/common_j_bundle/common_j_downloads/楷书/57834_州_楷书_欧阳询_化度寺碑.jpg,black_damaged,bright_bbox_spans_image_many_components,257,257,1.0,19.742206573486328,1.0,54.1866340637207,0.0,0.0,1.0,5.0,189.0,7.711511135101318,4.778846263885498,44.803550720214844,0.9161985798422383,0.03984920286453996,0.0439522172932217,25.997346878051758,0.05686687156505019,20.769837544853065,19.498614664870022,18.42215627791488,0.22683443129062653,2.3476829528808594,9,61282,61366,0.9986311638366522,34,1034,3540,0.292090395480226,0.015655043982497844,1.0,0.875531802146891,1.0,1.029535864978903,False,True,57834
18,common_j_bundle,之,8,行书,行書,明,王铎,贈敷五文語軸,明 · 王铎 · 贈敷五文語軸,https://wxapp-b.shufazidian.com/gq/7/15/270_bk5a8812.jpg,https://wxapp-b.shufazidian.com/gq/7/15/1/270_bk5a8812.jpg,/Users/lainantian/Developer/Caligraphy/common_j_bundle/common_j_downloads/行书/41649_之_行书_王铎_贈敷五文語軸.jpg,catalog_or_invalid,extreme_component_count,386,363,1.0633608815426998,158.82473754882812,169.0,39.2588996887207,32.0,160.0,169.0,177.0,187.0,166.68606567382812,171.34776306152344,151.0538787841797,0.072567407470846,0.9265547609871679,0.0008778315419860404,22.306316375732422,0.9153356456700781,187.96460840149018,151.38910775203757,120.54800239797885,0.3729448616504669,67.4166030883789,7,11774,11807,0.9972050478529686,5709,74,23112,0.0032017999307718936,0.0005281262935525771,0.538860103626943,1.0,1.7451923076923077,1.0633608815426998,False,False,41649
19,common_j_bundle,知,8,行书,行書,唐,颜真卿,述张长史笔法十二意,唐 · 颜真卿 · 述张长史笔法十二意,https://wxapp.shufazidian.com/gq/6/11/24_p788am0410.jpg,https://wxapp.shufazidian.com/gq/6/11/1/24_p788am0410.jpg,/Users/lainantian/Developer/Caligraphy/common_j_bundle/common_j_downloads/行书/37450_知_行书_颜真卿_述张长史笔法十二意.jpg,black_damaged,large_bright_component_dominates,750,750,1.0,53.15379333496094,33.0,58.36185836791992,13.0,24.0,33.0,45.0,218.0,30.713109970092773,33.42724609375,85.3787841796875,0.8665084444444444,0.053024,0.08046755555555556,14.245091438293457,0.112608,46.80414577777778,57.34781511111111,48.11739733333334,0.438556432723999,-1.3132476806640625,79,495732,496037,0.99938512651274,79,34117,54339,0.6278547636136108,0.060652444444444446,1.0,0.6383893333333334,1.0,1.0601374570446735,False,True,37450
20,common_j_bundle,知,7,草书,草書,汉,张芝,冠军帖,汉 · 张芝 · 冠军帖,https://wxapp-b.shufazidian.com/gq/2/6/1654320673a7_88_620.jpg,https://wxapp-b.shufazidian.com/gq/2/6/1/1654320673a7_88_620.jpg,/Users/lainantian/Developer/Caligraphy/common_j_bundle/common_j_downloads/草书/36869_知_草书_张芝_冠军帖.jpg,yellow_paper,warm_yellow_background,327,299,1.0936454849498327,88.62992095947266,78.0,30.20529556274414,65.0,72.0,78.0,89.0,178.0,79.3740463256836,77.36944580078125,94.25199890136719,0.5370501058574453,0.4629396663700613,1.0227772493428656e-05,17.1876163482666,0.11440786311149295,95.9192108250744,86.18044859010156,82.13141664876807,0.13036033511161804,13.787796020507812,6,86391,86433,0.9995140744854396,45,1565,4140,0.3780193236714976,0.016006463952215846,1.0,0.7492354740061162,1.0936454849498327,1.220408163265306,False,False,36869
21,common_h_bundle,庭,3,篆书,篆書,清,王福庵,治家格言,清 · 王福庵 · 治家格言,https://wxapp-b.shufazidian.com/gq/3/16/1671084864a22_5_0007b.jpg,https://wxapp-b.shufazidian.com/gq/3/16/1/1671084864a22_5_0007b.jpg,/Users/lainantian/Developer/Caligraphy/common_h_bundle/common_h_downloads/篆书/07981_庭_篆书_王福庵_治家格言.jpg,yellow_paper,warm_yellow_background,600,600,1.0,173.83218383789062,189.0,49.27057647705078,12.0,186.0,189.0,191.0,194.0,187.3444061279297,185.83770751953125,156.76028442382812,0.08493333333333333,0.9097916666666667,0.005275,14.526532173156738,0.9107694444444444,199.40366111111112,167.17934166666666,141.12859722222223,0.3148655295372009,58.27503967285156,4,20244,32104,0.6305756292050835,37,320279,320807,0.9983541506263891,0.8896638888888889,0.73305,1.0,1.117283950617284,1.0,False,False,7981
22,common_c_bundle,凡,6,隶书,隸書,清,黄易,朱子家训,清 · 黄易 · 朱子家训,https://wxapp.shufazidian.com/gq/5/16/42_e56a3057.jpg,https://wxapp.shufazidian.com/gq/5/16/1/42_e56a3057.jpg,/Users/lainantian/Developer/Caligraphy/common_c_bundle/common_c_downloads/隶书/45082_凡_隶书_黄易_朱子家训.jpg,catalog_or_invalid,extreme_component_count,681,619,1.1001615508885298,55.42102813720703,10.0,80.39751434326172,1.0,5.0,10.0,79.0,240.0,64.1910400390625,81.64414978027344,67.3292236328125,0.7503505013770968,0.15208557215346621,0.097563926469437,94.01385498046875,0.1696450387745855,57.6494155938122,55.429988684321025,49.214547171198866,0.3663586676120758,8.434890747070312,101,320641,328643,0.9756513907188042,329,24321,65889,0.3691207940627419,0.057695729220783844,0.947494775097915,1.0,1.0840197693574958,1.1001615508885298,False,True,45082
23,common_i_bundle,应,8,行书,行書,清,何绍基,望海楼晚景,清 · 何绍基 · 望海楼晚景,https://wxapp.shufazidian.com/gq/7/16/77_bk41a2268.jpg,https://wxapp.shufazidian.com/gq/7/16/1/77_bk41a2268.jpg,/Users/lainantian/Developer/Caligraphy/common_i_bundle/common_i_downloads/行书/61466_应_行书_何绍基_望海楼晚景.jpg,yellow_paper,warm_yellow_background,436,656,1.5045871559633028,181.39639282226562,211.0,63.437740325927734,40.0,208.0,211.0,211.0,215.0,208.6909637451172,210.74948120117188,147.4596405029297,0.17047997314835533,0.029736098679794137,0.7997839281718505,19.14936637878418,0.8122867252181696,190.0462736350414,179.71110357462518,166.940852959275,0.14569051563739777,23.10540771484375,20,24216,51256,0.47245200561885436,80,225265,231491,0.9731047859312025,0.7875957988364287,0.6440199149697919,1.0,1.9543973941368078,1.5045871559633028,False,False,61466
24,common_g_bundle 2,师,1,章草,草書,明,祝允明,书述,明 · 祝允明 · 书述,https://wxapp-b.shufazidian.com/gq/6/15/53_s313a252101062.jpg,https://wxapp-b.shufazidian.com/gq/6/15/1/53_s313a252101062.jpg,/Users/lainantian/Developer/Caligraphy/common_g_bundle 2/common_g_downloads/章草/34102_师_章草_祝允明_书述.jpg,unknown,no_heuristic_match,521,560,1.0748560460652592,156.20706176757812,185.0,95.4568862915039,45.0,58.0,185.0,255.0,255.0,248.85458374023438,254.9795684814453,94.87997436523438,0.45254661365505894,0.050983685220729366,0.4964697011242117,29.648693084716797,0.06345969289827255,156.20707430765012,156.20707430765012,156.20707430765012,0.0,0.0,1,141912,141912,1.0,4,119625,146165,0.8184243834023193,0.4100116534137647,0.5898272552783109,1.0,1.1198979591836735,1.0748560460652592,False,False,34102
25,less_common_b_bundle,朕,3,篆书,篆書,周,卫簋,,周 · 卫簋,https://wxapp-b.shufazidian.com/gq/5/4/499_l37a1612.jpg,https://wxapp-b.shufazidian.com/gq/5/4/1/499_l37a1612.jpg,/Users/lainantian/Developer/Caligraphy/less_common_b_bundle/less_common_b_downloads/篆书/08622_朕_篆书_卫簋_未标注作品.jpg,black_clean,clean_black_background_candidate,337,373,1.1068249258160237,49.778961181640625,35.0,45.43556213378906,21.0,28.0,35.0,44.0,189.0,36.00697708129883,35.020469665527344,68.73121643066406,0.8850048925625095,0.09009474864957319,0.02490035878791736,17.00555419921875,0.09108121653765681,51.99023874113969,49.47127707814576,45.20456480059825,0.14039424061775208,6.785675048828125,4,109972,114212,0.9628760550555108,22,1757,7886,0.22279989855440022,0.013977613543249457,1.0,0.7306226680774218,1.1068249258160237,1.1714285714285715,False,True,8622
26,common_j_bundle,知,7,草书,草書,唐,贺知章,孝经,唐 · 贺知章 · 孝经,https://wxapp.shufazidian.com/gq/2/11/1663662286a4_18_3748.jpg,https://wxapp.shufazidian.com/gq/2/11/1/1663662286a4_18_3748.jpg,/Users/lainantian/Developer/Caligraphy/common_j_bundle/common_j_downloads/草书/37052_知_草书_贺知章_孝经.jpg,catalog_or_invalid,extreme_component_count,327,271,1.2066420664206643,101.21997833251953,104.0,44.22974395751953,3.0,79.0,104.0,130.0,170.0,109.7539291381836,114.4424819946289,88.14814758300781,0.2533599647923085,0.7422729273164291,0.004367107891262399,35.27583694458008,0.3267206066556078,119.46414344877394,98.70985251136915,66.25615852488801,0.48227831721305847,53.207984924316406,204,56819,58808,0.9661780710107468,480,8,2149,0.0037226617031177293,9.027613211911936e-05,1.0,1.0,1.2066420664206643,1.2066420664206643,False,False,37052
27,common_i_bundle,亚,3,篆书,篆書,周,亢鼎,,周 · 亢鼎,https://wxapp.shufazidian.com/gq/5/4/124_l7a1210.jpg,https://wxapp.shufazidian.com/gq/5/4/1/124_l7a1210.jpg,/Users/lainantian/Developer/Caligraphy/common_i_bundle/common_i_downloads/篆书/20163_亚_篆书_亢鼎_未标注作品.jpg,black_damaged,large_bright_component_dominates,374,399,1.0668449197860963,36.77529525756836,16.0,55.13334274291992,6.0,12.0,16.0,23.0,194.0,22.372512817382812,33.131927490234375,58.83693313598633,0.8702907000120622,0.10029083403696407,0.02941846595097369,33.29026412963867,0.11293608352431882,38.92526101349631,35.96226528889068,34.2706163805235,0.1710534393787384,4.6546478271484375,4,109271,132311,0.8258648184958167,26,9248,11619,0.7959376882692142,0.061973114604693555,1.0,1.0,1.0668449197860963,1.0668449197860963,False,True,20163
28,common_j_bundle,源,9,楷书,楷書,明,文徵明,小楷太上老君说常清静经,明 · 文徵明 · 小楷太上老君说常清静经,https://wxapp.shufazidian.com/gq/3/15/1656648429a7_193_185.jpg,https://wxapp.shufazidian.com/gq/3/15/1/1656648429a7_193_185.jpg,/Users/lainantian/Developer/Caligraphy/common_j_bundle/common_j_downloads/楷书/01794_源_楷书_文徵明_小楷太上老君说常清静经.jpg,yellow_paper,warm_yellow_background,187,154,1.2142857142857142,187.29283142089844,203.0,48.825050354003906,48.850000000000136,189.0,203.0,213.0,226.0,205.43728637695312,207.471923828125,164.27183532714844,0.08184596152510591,0.3679422182095979,0.5502118202652962,14.101250648498535,0.8950968817278978,211.13125911521632,183.7372039724981,142.8335995555247,0.3377893567085266,68.29765319824219,9,1293,2980,0.43389261744966445,5,23045,23537,0.9790967413009305,0.8002291825821237,0.48690881311202167,1.0,1.0789473684210527,1.2142857142857142,False,False,1794
